Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
13632;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 19";"Wohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"Wohnhaus, Gartenpavillon";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13632.jpg"
15567;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 21";"Mietwohnungshaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15567.jpg"
15250;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 22";"Mühlenhof-Schule";"Mühlenhof-Schule; 1893; 1. Mädchenbürgerschule, heute Grundschule; zweigeschossiger Backsteinbau auf geböschtem Sockel unter Walmdach, gleichmäßig gereihte Segmentbogenfenster, 4.-6. Achse übergiebelter Risalit; vier Lindenbäume vor der Gebäudefront.";"Geschichtlich, Städtebaulich";"Mühlenhof-Schule, Lindenreihe";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15250.jpg"
9458;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 32";"Einfamilienhaus";"Einfamilienwohnhaus; 1899, Rudolf Pries; zweigeschossiger Putzbau unter flachem Walmdach in Schieferdeckung, Fassade durch Seitenrisalite und Standerker mit Altan gegliedert; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Einfamilienhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9458.jpg"
9460;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 34";"Einfamilienhaus";"Einfamilienhaus; 1897, Rudolf Pries; zweigeschossiger kubischer Putzbau unter flachem auskragendem Walmdach; horizontal betonte Fassade mit Renaissancezierelementen";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9460.jpg"
809;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 36";"Wohnhaus";"Wohnhaus; 1896, Rudolf Pries; eingeschossiger Backsteinbau unter ausgebautem Schopfwalmdach mit Freigespärre, Schnitzwerk und Brantspieß, gotisierende Fassade mit Glasursteinen und Maßwerkblende";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/809.jpg"
9462;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 40";"Villa Kracht";"Villa Kracht; 1911/12, Johannes Voth (Hamburg); eingeschossiger kubischer Putzbau in neubarocker Gestaltung unter Mansarddach, straßenseitiger Risalit unter Schweifgiebel, Barockportal; Einfriedung";"Geschichtlich, Künstlerisch";"Villa Kracht, Eisenzaun";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9462.jpg"
6725;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 42";"ehem. Villa Rohwer (Pastorat)";"ehem. Villa Rohwer (Pastorat); 1894/95, Magnus Schlichting; zweigeschossiger traufständiger Putzbau, giebelständiger Seitenrisalit mit polygonalem Treppenturm, alle Bauteile unter Schopfwalmdächern";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6725.jpg"
15568;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 46";"Einfamilienhaus";"Einfamilienhaus; 1959/60; Karl Horenburg; kubisches zweigeschossiges Gebäude mit auskragendem Obergeschoss unter Flachdach in Sichtbeton und Handstrichsteinen; straßenseitige Eiseneinfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Einfamilienhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15568.jpg"
9467;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 49";"ehem.  Kommandeurs-Villa";"ehem. Kommandeursvilla; 1898/99, Ernst Hinsch (Hamburg);  zweigeschossiger Putzbau unter steilem zergliedertem Walmdach auf Feldsteinsockel, Fassaden durch Erker und Altane sowie Stuckzier belebt";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9467.jpg"
9468;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 50";"Villa Pries";"Villa Pries; 1897, Rudolf Pries; zweigeschossiger Putzbau unter sich durchdringenden Schopfwalmdächern, straßenseitiger übergiebelter Risalit mit Fachwerk und Freigespärre; Einfriedung";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9468.jpg"
13604;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 50";"Remise";"Remise; 1897/99, Rudolf Pries; eingeschossiger Putzbau mit Kniestock in Fachwerk unter auskragendem Krüppelwalmdach, die Giebel von Fachwerk belebt";"Geschichtlich, Künstlerisch";"gesamtes Objekt";""
751;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 52";"Villa";"Villa; 1897/98, Rudolf Pries; zweigeschossiger zergliederter Putzbau unter flachem Walmdach, straßenseitiger flacher Risalit mit breitem Standerker, Renaissanceputzzierelemente; straßenseitige Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/751.jpg"
892;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 54";"Villa";"Villa; 1900, Architekt Rudolf Pries; traufenständiger zweigeschossiger Putzbau mit schiefergedecktem auskragendem Kurzwalmdach, romantisierend gegliedert durch unsymmetrisch angeordnete Bauteile und Freigespärre in den Giebelzonen";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/892.jpg"
8660;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 59";"Zweifamilienwohnhaus";"Zweifamilienwohnhaus; 1899, Rudolf Pries; zweigeschossiger Putzbau unter Walmdach, Fassade mit vegetabilem Putzierrat und Fachwerkelementen, übergiebelter Seitenrisalit, davor zweigeschossiger Standerker";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8660.jpg"
9478;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof 65";"Einfamilienhaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9478.jpg"
15098;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenhof";"Schwale-Brücke";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15098.jpg"
15199;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Mühlenstraße 11";"Villa Tode";"Villa Tode; 1893, Zimmermeister A. Behrens für Mühlenbesitzer Johannes Tode; zweigeschossiger zergliederter Putzbau unter ausgebautem Schopfwalmdach in Schieferdeckung, schlichte Fassade gegliedert durch profilierte Putzgesimse und Fensterfaschen, an der Südwestecke Windfang mit Freitreppe, an der Südostseite hölzerne Veranda mit Altan";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15199.jpg"
42698;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Neue Straße u.a.";"Ehrenmalanlage für die Gefallenen des Ersten Weltkrieges";"Ehrenmalanlage Erster Weltkrieg; um 1920; Granitquader mit eingemeißelter Inschriftentafel auf begrünter dreieckiger Platzfläche, flankiert von zwei Blutbuchen";"Geschichtlich, Städtebaulich";"Ehrenmalanlage für die Gefallenen des Ersten Weltkrieges, Granitquader, Blutbuchen";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42698.jpg"
15165;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Norderstraße 1";"Gadelander Schule";"Gadelander Schule; 1902, 1907 u. 1936, u.a. Gustav Micheels; zweigeschossiger, schlichter Backsteinbau unter Satteldach, Seiten- und Mittelachsen durch übergiebelte Risalite betont, gleichmäßig gereihte Segmentbogenfenster; zur Kummerfelder Straße Feldsteineinfriedung und Lindenreihe";"Geschichtlich, Städtebaulich";"Gadelander Schule, Feldsteineinfriedung, Lindenreihe";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15165.jpg"
15252;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 1";"Klaus-Groth-Schule";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15252.jpg"
3465;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 11";"ehem. Villa Hanssen (Köster)";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3465.jpg"
30091;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 11";"Skulptur: Sitzendes Mädchen";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
30092;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 11";"Brunnen mit Bärenskulptur";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
30093;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 11";"Skulptur: Pan";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
15238;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 12 - 18";"Theodor-Litt-Schule";"Theodor-Litt-Schule; ehem. Textilfachschule; 1951-1953; Carl Friedrich Fischer, Karl-Heinz Scheuermann und Heinrich Bülk; in der Länge gestaffelte zwei- und dreigeschossige Baukörper in Kalksandstein mit Backsteinverblendung unter einheitlichem Satteldach, schlichte Mauerwerksflächen gegliedert durch die bündigen, annähernd quadratischen Fenster; im Inneren bauzeitliche Ausstattung erhalten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15238.jpg"
13945;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 20";"ehem. Villa mit Arztpraxis";"ehem. Villa mit Arztpraxis; 1932, Friedrich Wilhelm Hain sen. für Dr. Dethleffsen; zweigeschossiger gelber Backsteinbau unter flachen Walmdach im Stil des Neuen Bauens, Straßenfassade durch auffallende Fensteranordnung bestimmt";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13945.jpg"
40216;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 23";"Wohnhaus Rowedder";"Wohnhaus Rowedder; um 1950; eingeschossiger Putzbau unter ausgebautem Walmdach mit Schleppgauben, linksseitigem Risalit mit säulengetragener Eingangslaube; schmiedeeiserne Grundstückeinfriedung";"Geschichtlich, Städtebaulich";"Wohnhaus Rowedder, Grundstückseinfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40216.jpg"
3466;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Parkstraße 26";"ehem. Ortskrankenkasse";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3466.jpg"
3467;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 65 - 67";"Mietwohnungshauszeile Plöner Straße 65-67 und Ringstraße 39-45";"Mietwohnungshauszeile; 1927/28, Stadtbaurat Carl Lembke; winklig angelegter dreigeschossiger Backsteinzeilenbau unter vorkragendem Walmdach, Winkel und Gebäudeseite durch überhöhte rustizierte Risalite ausgezeichnet, vorgezogene rechteckige Türrahmungen aus Kunststein";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3467.jpg"
3469;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 85 - 87";"Mietwohnungshauszeile";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3469.jpg"
3451;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Mausoleum Moll";"Mausoleum Moll; 1912/13; Hans Roß für Fabrikantenfamilie Moll; backsteinerne offene Pfeilerhalle, runder Portikus unter Kupferkuppel mit ionisierenden Säulen und figürlichem Terrakottafries, Marmorskulptur einer Trauernden";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3451.jpg"
23026;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Gruft Blunck";"Gruft Blunck; um 1888; Gruftanlage mit gestufter Rückwand aus Sandstein, der erhöhte Mittelteil zeigt seitliche Vasenaufsätze und ein hohes Kreuz auf Sockel, davor Gruftplatte über kastenförmigen Unterbau";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23026.jpg"
23027;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Gruft Sager";"Gruft Anton Sager; um 1902, Ludwig Isenbeck; Gruftanlage bestehend aus Jugendstilgittertor, von einfacher Steinplatte bedeckter Gruft und monumentalem Kruzifix zwischen zwei Steinstelen";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23027.jpg"
44808;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Grabmal Fam. Christian Friedrich Köster";"Grabmal Fam. Christian Friedrich Köster; um 1912; schwarze gestufte Granitwand, Mittelstele mit Kreuz, davor Figur einer Trauernden, Galvanoplastik der Firma WMF (Entwurf Fidel Binz 1891)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44808.jpg"
44809;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Grabstätte Fam. Möller/Selck";"Grabstätte Fam. Möller/Selck; um 1908; Entwurf Paul Reese; aus großen Steinquadern gefügtes Grabmal mit Einfriedung, große Statuennische mit Figur einer Trauernden";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44809.jpg"
44810;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Grabmal Fam. Max Müller";"Grabstätte Fam. Max Müller; um 1908; Galvanoplastik einer auf einer gestuften steinernen Grabwand sitzenden Trauernden";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44810.jpg"
44811;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Grabstätte Fam. Riewerts";"Grabstätte Fam. Fam. Riewerts; um 1915; hohe verputzte Grabmauer mit abschließendem Konsolgesims, davor in barocker nordfriesischer Manier gestaltete Grabstelen mit Ranken- und Schiffsmotiv";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44811.jpg"
46458;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Plöner Straße 89";"Gedenkstein für die Opfer des Brands der Ahlbeck'schen Tuchfabrik 1888";"Gedenkstein für die Opfer des Brands der Ahlbeck'schen Tuchfabrik 1888; ca. 1888; Obelisk mit marmorner Inschriftentafel mit Namen der Opfer, darüber Lorbeerkranz unter zwei gekreuzten, gesenkten Fackeln, Sockelbereich mit Feston geschmückt";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46458.jpg"
3470;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Preußerstraße 6 - 8";"Rudolf-Tonner-Grundschule";"Rudolf-Tonner-Schule; ehem. Knabenschule; 1910-1913, Johann Garleff; zweigeschossiger Backsteinbau unter Satteldach mit Uhrentürmchen als Dreiflügelanlage in barockisierenden Formen der Heimatschutzarchitektur; Lindenallee auf dem Schulhof";"Geschichtlich, Künstlerisch, Städtebaulich";"Rudolf-Tonner-Grundschule, Lindenallee";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3470.jpg"
15134;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Propstenstraße 11";"Mietwohnungshaus";"Mietwohnungshaus; 1903; Baugeschäft Rohweder; zweigeschossiger, im Erdgeschoss verputzter, im Obergeschoss verklinkerter Bau unter Kieler Dach mit historisierenden Putzzierelementen und mit von Schweifgiebeln bekrönten Seitenrisaliten";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15134.jpg"
21377;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Rendsburger Straße 3";"Wohn- und Geschäftshaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21377.jpg"
21420;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Rendsburger Straße 11";"Mietwohnungshaus";"Mietwohnungshaus; 1903/04; Baugeschäft A. Behrens für Weinhändler Joh. Riepen; zweigeschossiger historistischer Putzbau unter schiefergedecktem Kieler Dach mit von geschwungenem, reich dekoriertem Zwerchgiebel abgeschlossenem Mittelrisalit";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21420.jpg"
14176;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Rendsburger Straße 145";"Wohnhaus";"Wohnhaus; 1898;  Zimmermeister Johannes Dehn; eingeschossiges, traufenständiges Kniestockhaus auf genutetem Sockel mit auskragendem Schopfwalmdach, Straßenfassade mit von Dreieckgiebel abgeschlossenem Risalit mit hölzerner vorgelagerter Veranda";"Geschichtlich, Städtebaulich";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14176.jpg"
6414;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Rendsburger Straße";"Eisenbahner-Ehrenmal";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6414.jpg"
21612;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Reuthenkoppel 9 - 11";"Johanneskirche";"Johanneskirche; 1966, Hans Joachim Westphal; Backsteinsaalbau  mit tiefgezogener Dachkonstruktion mit Betonbindern; Innenraum von offener Dachkonstruktion bestimmt; einheitliche Chorausstattung mit Altar, Lesepult und Taufbecken; Buntglasfenster";"Geschichtlich, Künstlerisch";"Johanneskirche, Glockenturm";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21612.jpg"
15179;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Rintelenstraße 50";"Versöhnungskirche mit Gemeindezentrum";"Versöhnungskirche mit Gemeindezentrum; 1972, Friedhelm Grundmann, Otto E. Rehder und Friedhelm Zeuner; Inneres 1986/87 umgestaltet; wandhafte Kuben unterschiedlicher Höhe mit Flachdächern und spärlicher Befensterung aus rotem Backstein";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15179.jpg"
21431;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 10";"Mietwohnungshaus";"Mietwohnungshaus; 1904, Hans Fehrs; dreigeschossiger Putzbau unter ausgebautem Mansarddach mit Schopf auf hohem Sockel, linker Hausteil flügelartig vorspringend und um ein Geschoss erhöht, Fassade in Jugendstilornamentik";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21431.jpg"
13326;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 39";"Zweifamilienwohnhaus";"Zwei-Familien-Wohnhaus; 1928, Johann Garleff; zweigeschossiges Backsteingebäude unter teilweise ausgebautem Satteldach, an den Giebelseiten hochgezogenen Schildwände mit gestuften Schlussgesims und Dreieckgiebel";"Geschichtlich, Künstlerisch, Städtebaulich";"Zweifamilienwohnhaus, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13326.jpg"
3472;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 42";"Helene-Lange-Schule";"Helene-Lange-Schule; 1914, Paul Reese; zweigeschossiger Backsteinbau der Heimatschutzarchitektur unter Walmdach, Eingangsrisalit mit kleiner Vorhalle; Außenanlagen mit Einfriedungen und Lindenreihen";"Geschichtlich, Künstlerisch, Städtebaulich";"Helene-Lange-Schule, Außenraum, Zaun, Backsteinmauer, Lindenreihe";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3472.jpg"
21433;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 57";"ehem. Lehrlingsheim";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21433.jpg"
3473;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 89";"Vicelinstift";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3473.jpg"
3474;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Roonstraße 90";"Berufsschule (Walter-Lehmkuhl-Schule)";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"Berufsschule (Walter-Lehmkuhl-Schule), Trafostation";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3474.jpg"
15372;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Schulstraße 30";"Pastorat";"Pastorat; 1926, Julius Brockstedt; zweigeschossiger Backsteinbau der Heimatschutzarchitektur unter steilem Walmdach mit Aufschieblingen, das Mauerwerk an den Kanten durch genutete Lisenen aufgelockert, Straßenfront durch mittiges Sandsteinportal betont";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15372.jpg"
15140;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Schützenstraße 34";"Wohnhaus mit Gaststätte";"Wohnhaus mit Gaststätte; 1897/98, Rudolf Pries; dreigeschossiges Eckgebäude unter ausgebautem Dach, Putzfassade mit barockisierendem Zierrat, Hauseingang und Zugang zum Lokal als Säulenportale angelegt";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15140.jpg"
21451;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Schützenstraße 52";"ehem. Tuchfabrik Köster";"ehem. Tuchfabrik Köster; 1912/13, Architekt Franz Hammerstein; langgestreckter viergeschossiger Backsteintrakt, genuteter Putzsockel, flaches von Firstbelichtungsband durchbrochenes Walmdach, anschließendes Kontorhaus";"Geschichtlich, Künstlerisch, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21451.jpg"
3475;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Schützenstraße 60";"Feuerwache";"Feuerwache Schützenstraße; 1928/29 u. 1935-37; Carl Lembke; dreiteilige Backsteingebäudegruppe entlang der Schützenstraße: flachgedeckte Fahrzeughalle zwischen zwei zurückgesetzten zweigeschossigen Häusern mit hohen Treppenhausrisaliten und dahinterliegendem Schlauchturm";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3475.jpg"
15141;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Sedanstraße 23";"Mietwohnungshaus";"Mietwohnungshaus; 1912/13; Emil Wittig; viergeschossiger Putzbau unter ausgebautem Mansarddach in Gestaltung der Reformarchitektur, Mitte der Straßenfassade betont von breitem übergiebeltem Kastenerker in den obersten beiden Geschossen; straßenseitige Einfriedung";"Geschichtlich, Städtebaulich";"Mietwohnungshaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15141.jpg"
15142;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Sedanstraße 24";"Mietwohnungshaus";"Mietwohnungshaus; 1911; Gottfried Wiese; dreigeschossiger Putzbau unter ausgebautem Mansarddach, symmetrisch gegliederte Fassade, Mittelachse unter Dreiecksgiebel, äußere Achsen mit Polygonalerkern in den Obergeschossen, ganz Außen flachrund vortretende Balkone";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15142.jpg"
15143;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Sedanstraße 25";"Mietwohnungshaus";"Mietwohnungshaus; 1912/13; Emil Wittig; viergeschossiger Putzbau unter ausgebautem Mansarddach, Straßenfassade betont von kräftigem Mittelrisalit, Eingangsportal in Form einer Ädikula";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15143.jpg"
13970;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Seekamp 2";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Künstlerisch, Städtebaulich";"gesamtes Objekt";""
3476;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Seekamp 24";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Äußeres, Außenanlagen";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3476.jpg"
6312;"Bauliche Anlage";"Stadt Neumünster";"Neumünster, Stadt";"Seekamp 28";"ehem. Räucher-Kate";"ehem. Räucher-Kate; um 1800; eingeschossiges Fachwerkgebäude mit Reetdach, Zweiständerbau mit seitlichen Kübbungen";"Geschichtlich, Kulturlandschaftlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6312.jpg"
