Geografische Koordinaten;ID;Spielgerätename;Spielgeräteart;Stadtbezirk Nr.;Stadtbezirk;Statistischer Bezirk Nr.;Statistischer Bezirk;Unterbezirk Nr.;Unterbezirk;Sozialraum Nr.;Sozialraum;Aktionsraum Nr;Aktionsraum
51.5259607714, 7.4877777011;3185;Wasserspielanlage;Wasserspielanlagen Pumpen Rinnen;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5260869506, 7.4881788721;3186;Kletterhaus mit Rutsche;Klettergeräte;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5123691819, 7.3657539962;3188;Drehwirbel;Drehteller (Conlastic Schale u. ä. );8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.5747346679, 7.456266673;3191;Kletterfelsen;Klettergeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.5749060529, 7.4564873211;3192;Doppelschaukel;Schaukeln / Nestschaukeln;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.574824528, 7.4564477196;3193;Karussel;Karussels;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.529698179, 7.4524170481;3196;Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.526070048, 7.4616939838;3197;Wippe Motorrad;Wippen;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt
51.5194343659, 7.3672083225;3200;Balltrichter;Funsportgeräte;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.5515864306, 7.4646275329;3201;Rutsche;Rutschen;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5517742444, 7.4643970787;3204;Wippe;Wippen;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5518124921, 7.4644521441;3205;Sitzstein Schaf;Sitzgelegenheiten;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5219118613, 7.4756433278;3208;Kletterwürfel;Klettergeräte;20;Innenstadt-Nord;060;Borsigplatz;061;Borsigplatz;023;Borsigplatz;023;Borsigplatz
51.5213958475, 7.4754574407;3209;Minifußballtor 1;Bolzplatztore;20;Innenstadt-Nord;060;Borsigplatz;061;Borsigplatz;023;Borsigplatz;023;Borsigplatz
51.5215517575, 7.4755257016;3210;Minifußballtor 2;Bolzplatztore;20;Innenstadt-Nord;060;Borsigplatz;061;Borsigplatz;023;Borsigplatz;023;Borsigplatz
51.504802974, 7.4376242788;3219;Bolzplatztor;Bolzplatztore;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.4598568692, 7.4688472787;3221;Bolzplatz (naturbelassen);Ballsportanlagen;6;Hombruch;680;Rombergpark-Lücklemberg;682;Lücklemberg;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5253887371, 7.5356907144;3222;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;323;Reichshof;062;Brackel;;
51.50128327, 7.5379731941;3223;Bolzplatztor 1;Bolzplatztore;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5016588306, 7.5388276345;3225;Wippboje;Wippen;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5738525784, 7.461167899;3227;Wipptier - Schildkröte;Wippen;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.4901123404, 7.5614041291;3228;Skateanlage;Skateelemente;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.5252823667, 7.4739232218;3229;Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;050;Nordmarkt;052;Nordmarkt-Südost;022;Nordmarkt;022;Nordmarkt
51.5063920644, 7.4533842335;3235;Spielhäuser;Spielhäuser;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.4524215296, 7.4154125951;3236;Kletterkombination mit Rutsche;Klettergeräte;6;Hombruch;660;Persebeck-Kruckel-Schnee;662;Kruckel;092;Menglinghausen;;
51.5067108944, 7.5180783995;3245;Vierer-Wippe;Wippen;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5785979627, 7.5627309685;3246;Hangrutsche;Rutschen;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;
51.5707002015, 7.5097610365;3250;Hangrutsche;Rutschen;2;Scharnhorst;210;Derne;211;Altenderne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5130623322, 7.5100944775;3259;Bolzplatztor 2;Bolzplatztore;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5132350713, 7.5101327613;3261;Bolzplatztor 3;Bolzplatztore;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5132624995, 7.5098265209;3262;Bolzplatztor 4;Bolzplatztore;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5130422476, 7.5104653096;3263;"Drehhalbkugel ""Laube""";Drehteller (Conlastic Schale u. ä. );30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5132574463, 7.5096342775;3266;Tischtennisplatte;Tischtennisplatten;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5534651293, 7.5901866287;3269;Bolzplatztor 2;Bolzplatztore;2;Scharnhorst;240;Kurl-Husen;242;Kurl-Süd;052;Husen/Kurl/Lanstrop;;
51.5537254637, 7.5894564586;3271;Hangrutsche;Rutschen;2;Scharnhorst;240;Kurl-Husen;242;Kurl-Süd;052;Husen/Kurl/Lanstrop;;
51.5536057918, 7.5896113481;3272;Karussell;Karussels;2;Scharnhorst;240;Kurl-Husen;242;Kurl-Süd;052;Husen/Kurl/Lanstrop;;
51.5236817874, 7.3593316985;3275;Sandspielgerüst;Sandspielgeräte;8;Huckarde;840;Kirchlinde;842;Siedlung Siepmannstraße;112;Rahm/Kirchlinde;;
51.5237162271, 7.3593488099;3276;Wippetier;Wippen;8;Huckarde;840;Kirchlinde;842;Siedlung Siepmannstraße;112;Rahm/Kirchlinde;;
51.5236688211, 7.3593815257;3277;Sandspielgerät;Sandspielgeräte;8;Huckarde;840;Kirchlinde;842;Siedlung Siepmannstraße;112;Rahm/Kirchlinde;;
51.5608314532, 7.3951329475;3278;Rutsche;Rutschen;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette
51.5609499662, 7.3950808076;3279;Sandspielhaus;Sandspielgeräte;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette
51.52382827, 7.4680318276;3281;3er-Reckstangen;Reckstangen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.4697597639, 7.5007310264;3287;Bolzplatztor 2;Bolzplatztore;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4692443353, 7.5009127098;3288;Doppelschaukel;Schaukeln / Nestschaukeln;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5016682105, 7.5386394839;3297;Spielhaus;Spielhäuser;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5739190916, 7.4612462359;3302;Klettergerät mit Rutsche;Klettergeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.5110095399, 7.5265278609;3305;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5110202658, 7.5266569051;3307;Hangrutsche;Rutschen;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5110391379, 7.5267857399;3308;Sandtelefon Teil 1;Akustikspiele;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5324756931, 7.5535852263;3312;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.48606931, 7.5496265176;3315;Doppelschaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;410;Aplerbeck;415;Aplerbeck Bahnhof Süd;071;Aplerbeck;;
51.5590078406, 7.5991938267;3318;Sandtisch;Sandspielgeräte;2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.5590498892, 7.5991899812;3319;Sandspiel mit Sandaufzug;Sandspielgeräte;2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.5013563531, 7.4210326488;3324;Kletterturm mit Tunnelrutsche;Klettergeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5014355807, 7.4211587589;3325;Sandspieltisch 1;Sandspielgeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5014138271, 7.4211615049;3326;Sandspieltisch 2;Sandspielgeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5255709032, 7.4849892654;3332;Wippe Motorrad;Wippen;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5254758231, 7.4843387321;3339;Bolzplatztor 1;Bolzplatztore;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5258262173, 7.4846703767;3341;Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz
51.5553697907, 7.4547587784;3343;Rutschenturm;Rutschen;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5554150482, 7.4547324734;3345;Kaufladen;Spielhäuser;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5554391347, 7.4547828927;3347;Sandspieltisch;Sandspielgeräte;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5556089811, 7.455149451;3349;Zweifachwippe;Wippen;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5526411331, 7.5302236627;3350;Spielhaus Typ I;Sandspielgeräte;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5801965803, 7.5633778914;3352;"Skate 1 ""Spine- Ramp""";Skateelemente;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;
51.5256678062, 7.4029164347;3363;Kriechtunnel;Naturnahe Elemente /(Kriechtunnel Weidenhäuschen);8;Huckarde;820;Huckarde;823;Wischlingen;111;Deusen/Huckarde;;
51.5429081543, 7.6252454839;3368;2x Bolzplatztore;Bolzplatztore;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5042054648, 7.4809207933;3369;Schaukel;Schaukeln / Nestschaukeln;30;Innenstadt-Ost;080;Westfalendamm;081;Westfalendamm-Nord;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5041303917, 7.4810498041;3370;Sandspiel mit Sandschaufeln;Sandspielgeräte;30;Innenstadt-Ost;080;Westfalendamm;081;Westfalendamm-Nord;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.519760208, 7.3631285016;3376;Sandspielgerät;Sandspielgeräte;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.4803543702, 7.5617695224;3378;Basketballkorb;Ballsportanlagen;4;Aplerbeck;410;Aplerbeck;417;Schwerter Straße;071;Aplerbeck;;
51.4745343008, 7.4056038579;3379;Federwippe Pferd;Wippen;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.4744833692, 7.405815312;3381;Kletterturm;Klettergeräte;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.4665337807, 7.4440296559;3383;3er Reck;Reckstangen;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.5035688719, 7.4870154591;3390;Hangrutsche;Rutschen;30;Innenstadt-Ost;080;Westfalendamm;081;Westfalendamm-Nord;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.549103461, 7.523538833;3393;Bolzplatztor;Bolzplatztore;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5124823464, 7.4208085774;3399;Tunnelrutsche am Rutschenturm;Rutschen;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5126617506, 7.4209679903;3400;Wippe (Sandwaage);Wippen;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5537315814, 7.4670875793;3403;Nestschaukeln;Schaukeln / Nestschaukeln;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.553989903, 7.4671028252;3404;Reck;Reckstangen;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4812625398, 7.4561247632;3405;Streetballkorb;Ballsportanlagen;6;Hombruch;630;Brünninghausen;631;Brünninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4811475531, 7.4564075491;3413;Bolzplatztor 3;Bolzplatztore;6;Hombruch;630;Brünninghausen;631;Brünninghausen;091;Barop/Brünninghausen/Hombruch;;
51.5049150659, 7.474088722;3414;Balancierseile 2teilig;Balanciergeräte;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5460013245, 7.3772014115;3419;Bank;Sitzgelegenheiten;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5352013594, 7.4114750675;3428;Balancierbalken;Balanciergeräte;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.4794976107, 7.4912932365;3431;Tischtennisplatten;Tischtennisplatten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.4794341761, 7.4914885783;3432;Tischtennisplatten;Tischtennisplatten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.5115722931, 7.4912927752;3436;Sandtisch;Sandspielgeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.4932272925, 7.4281900533;3439;Sandspiel- und Kletteranlage;Klettergeräte;6;Hombruch;640;Eichlinghofen;642;Universität;091;Barop/Brünninghausen/Hombruch;;
51.5219422772, 7.4445752279;3442;Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;042;Hafen-Süd;021;Hafen;021;Hafen
51.511071131, 7.4527498528;3443;kleiner Kletterturm mit Anbaurutsche;Klettergeräte;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5319398981, 7.4539608027;3444;TT-Platte;Tischtennisplatten;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.488251979, 7.5026392423;3446;Spieleisenbahn;Spielhäuser;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.5155354428, 7.4823399851;3448;Spielhaus;Spielhäuser;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5368317145, 7.563646185;3451;Dreifachschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.5402619496, 7.5626501625;3456;Holzschiff mit Wackelbrücke, Rutsche u. Balanciertau;Klettergeräte;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.5143937262, 7.4106427659;3457;Kletterwände / Boulderwände;Kletterwände / Boulderwände;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5141367603, 7.4102522152;3458;Bolzplatztore;Bolzplatztore;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5144239436, 7.409238583;3459;Balancierbalken;Balanciergeräte;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5143358128, 7.4091747427;3460;Klettergeräte;Klettergeräte;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5144218548, 7.4090502558;3461;3er Reck;Reckstangen;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5823051717, 7.378779517;3468;Rutschen mit Podest;Rutschen;9;Mengede;920;Mengede;922;Mengeder Heide;122;Mengede/Oestrich/Schwieringhausen;;
51.4471006269, 7.517692555;3476;Sandspielhaus;Spielhäuser;5;Hörde;540;Holzen;542;Holzen;083;Höchsten/Holzen/Syburg;;
51.499743618, 7.587950314;3479;Doppelschaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;440;Sölde;441;Sölde-Nord;074;Sölde/Sölderholz;;
51.4664779321, 7.4438978361;3482;Kletterwürfel;Klettergeräte;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.4665011884, 7.4436478421;3483;Kriechtunnel;Naturnahe Elemente /(Kriechtunnel Weidenhäuschen);6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.474477492, 7.5976350156;3488;"Federwippe ""Schildkröte""";Wippen;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
51.4812463547, 7.5142701786;3490;Doppelschaukel;Schaukeln / Nestschaukeln;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4812912475, 7.514320913;3492;Hangrutsche;Rutschen;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4583411799, 7.4020504761;3495;Bolzplatztor 1;Bolzplatztore;6;Hombruch;660;Persebeck-Kruckel-Schnee;661;Persebeck;092;Menglinghausen;;
51.5224604574, 7.4622799079;3125;Rutsche mit Podest;Rutschen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5226921242, 7.4621549046;3126;Sandspielschiff;Sandspielgeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5244347639, 7.4694679992;3129;Kletterturm mit Rutsche;Klettergeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.4864155373, 7.4395548894;3141;Hangrutsche;Rutschen;6;Hombruch;610;Barop;613;Krückenweg;091;Barop/Brünninghausen/Hombruch;;
51.5256869343, 7.4138392601;3142;Sandspielgerüst;Sandspielgeräte;8;Huckarde;820;Huckarde;825;Insterburgsiedlung;111;Deusen/Huckarde;;
51.5494400359, 7.4250089234;3146;Drehkreisel;Drehteller (Conlastic Schale u. ä. );8;Huckarde;810;Deusen;810;Deusen;111;Deusen/Huckarde;;
51.5782079193, 7.4704468212;3151;Rutsche;Rutschen;1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;
51.5781768599, 7.470485807;3152;Wippetier Pferd;Wippen;1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;
51.4821760255, 7.4140625201;3155;Tischtennisplatte;Tischtennisplatten;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.5019160471, 7.5276129837;3159;Hangrutsche breit;Rutschen;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5189973954, 7.3675902043;3167;Drehkreisel;Drehteller (Conlastic Schale u. ä. );8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.519259638, 7.3669995921;3168;Schaukeln;Schaukeln / Nestschaukeln;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.5260332983, 7.5487880324;3172;Sandspiel mit Sandaufzug;Sandspielgeräte;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5269497653, 7.5487041249;3173;Basketballfeld mit Korb;Ballsportanlagen;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5260600849, 7.5485863709;3174;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5027970467, 7.5288228553;4503;Doppelschaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5030306725, 7.5283493871;4505;"Federwippe ""Frog""";Wippen;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5426196063, 7.6251414053;4507;2x Sitzquadermauern;Sitzgelegenheiten;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5284651098, 7.5461666107;4514;"Kletterring ""Cherry""";Klettergeräte;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5539838465, 7.507293007;4515;Seilklettergerät mit Triangelbruecke u. Balanciertau;Klettergeräte;2;Scharnhorst;230;Kirchderne;231;Franz-Zimmer-Siedlung;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5393102741, 7.5151983325;4520;Spielhaus;Spielhäuser;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.5501315726, 7.5377750116;4521;Doppelschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5026320188, 7.3370359921;4523;Basketballkorb;Ballsportanlagen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5152862496, 7.5181482865;4524;Sandfläche;Sandspielgeräte;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.4799464926, 7.4552614672;4525;Tischtennisplatten;Tischtennisplatten;6;Hombruch;630;Brünninghausen;631;Brünninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4800707541, 7.455752627;4526;Sitzgelegenheiten;Sitzgelegenheiten;6;Hombruch;630;Brünninghausen;631;Brünninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4800669096, 7.4558792766;4532;Sitzgelegenheit mit Tisch;Tischtennisplatten;6;Hombruch;630;Brünninghausen;631;Brünninghausen;091;Barop/Brünninghausen/Hombruch;;
51.5422311843, 7.6254091357;4538;Sitzquadermauer hinterm Holzschiff;Sitzgelegenheiten;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5344407242, 7.6197716758;4540;Sitzquaderarena klein Josef;Sitzgelegenheiten;3;Brackel;340;Wickede;343;Dollersweg;064;Wickede;;
51.4864191768, 7.5959492504;4544;3er-Reck Schulgarten;Reckstangen;4;Aplerbeck;450;Sölderholz;451;Sölderholz;074;Sölde/Sölderholz;;
51.535095556, 7.6193267855;4548;Kletterwand Bach;Klettergeräte;3;Brackel;340;Wickede;343;Dollersweg;064;Wickede;;
51.4994888935, 7.5367730445;4550;Bolzplatztor 1;Bolzplatztore;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.4994271861, 7.5362837052;4551;Boulebahn;Ballsportanlagen;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.4997770112, 7.5363522702;4553;Bolzplatztor 2;Bolzplatztore;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.4965374579, 7.5633006317;4555;Sprunggrube;Sprunggeräte;4;Aplerbeck;410;Aplerbeck;411;Aplerbecker Straße;071;Aplerbeck;;
51.4966447957, 7.5634523961;4557;Seilspielgerät;Seilspielgeräte (z.B. BSF);4;Aplerbeck;410;Aplerbeck;411;Aplerbecker Straße;071;Aplerbeck;;
51.4967180655, 7.5632679302;4563;Tor (2x grüne Metall-Rundpfosten) 2;Bolzplatztore;4;Aplerbeck;410;Aplerbeck;411;Aplerbecker Straße;071;Aplerbeck;;
51.4985882125, 7.5854394185;4573;Metallgitter-Sitzgruppe mit 3x Bänke, 3x Hocker u. Tisch;Sitzgelegenheiten;4;Aplerbeck;440;Sölde;441;Sölde-Nord;074;Sölde/Sölderholz;;
51.4980187576, 7.5843110686;4574;Nestschaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;440;Sölde;441;Sölde-Nord;074;Sölde/Sölderholz;;
51.4902545857, 7.5603899549;4581;Sprunggrube neben Turnhalle;Sprunggeräte;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.4906984316, 7.5600860144;4583;Tischtennisplatte 2 HS;Tischtennisplatten;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.4908593132, 7.5589148203;4585;3x Tischtennisplatten;Tischtennisplatten;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.5283589265, 7.6093596206;4593;2x Sitzskübel;Sitzgelegenheiten;3;Brackel;340;Wickede;344;Flughafen;064;Wickede;;
51.4777000572, 7.5301801693;4595;2x Pfosten Beachvolleyballnetz 2;Ballsportanlagen;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.4776045258, 7.5301809205;4598;Tor mobil 1;Bolzplatztore;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.4775774493, 7.5301923811;4599;Beachvolleyballnetz;Ballsportanlagen;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.4720401725, 7.5971592174;4607;Sprunggrube;Sprunggeräte;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
