GENESIS-Tabelle: 31111-03-02-5-B
Genehmigungen für Wohnungen in Wohn- und Nichtwohngebäuden nach Zahl der Räume  - Jahressumme - regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
Jahr: 2008;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
13071079;Knorrendorf;-;-;-;-;-
13071080;Kratzeburg;-;-;-;-;-
13071081;Kriesow;-;-;-;-;-
13071082;Krukow;-;-;-;-;-
13071083;Kublank;-;-;-;-;-
13071084;Kummerow, Seegemeinde;-;-;-;-;-
13071085;Lansen-Schönau;-;-;-;-;-
13071086;Lapitz;-;-;-;-;-
13071087;Lärz;-;-;-;-;-
13071088;Leizen;-;-;-;-;-
13071089;Lindenberg;-;-;-;-;-
13071090;Lindetal;-;-;-;-;-
13071091;Ludorf;-;-;-;-;-
13071092;Malchin, Stadt;-;-;-;-;-
13071093;Malchow, Inselstadt;-;-;-;-;-
13071094;Mallin;-;-;-;-;-
13071095;Massow;-;-;-;-;-
13071096;Meesiger;-;-;-;-;-
13071097;Melz;-;-;-;-;-
13071098;Mildenitz;-;-;-;-;-
13071099;Mirow, Stadt;-;-;-;-;-
13071100;Möllenbeck;-;-;-;-;-
13071101;Möllenhagen;-;-;-;-;-
13071102;Mölln;-;-;-;-;-
13071103;Moltzow;-;-;-;-;-
13071104;Neddemin;-;-;-;-;-
13071105;Neetzka;-;-;-;-;-
13071106;Neu Gaarz;-;-;-;-;-
13071107;Neubrandenburg, Vier-Tore-Stadt;-;-;-;-;-
13071108;Neuenkirchen;-;-;-;-;-
13071109;Neukalen, Peenestadt;-;-;-;-;-
13071110;Neustrelitz, Residenzstadt;-;-;-;-;-
13071111;Neverin;-;-;-;-;-
13071112;Nossendorf;-;-;-;-;-
13071113;Nossentiner Hütte;-;-;-;-;-
13071114;Penkow;-;-;-;-;-
13071115;Penzlin, Stadt;-;-;-;-;-
13071116;Petersdorf;-;-;-;-;-
13071117;Pragsdorf;-;-;-;-;-
13071118;Priborn;-;-;-;-;-
13071119;Priepert;-;-;-;-;-
13071120;Pripsleben;-;-;-;-;-
13071121;Puchow;-;-;-;-;-
13071122;Rechlin;-;-;-;-;-
13071123;Ritzerow;-;-;-;-;-
13071124;Röbel/Müritz, Stadt;-;-;-;-;-
13071125;Röckwitz;-;-;-;-;-
13071126;Roggentin;-;-;-;-;-
13071127;Rosenow;-;-;-;-;-
13071128;Sarow;-;-;-;-;-
13071129;Schloen;-;-;-;-;-
13071130;Schönbeck;-;-;-;-;-
13071131;Schönfeld;-;-;-;-;-
13071132;Schönhausen;-;-;-;-;-
13071133;Schwarz;-;-;-;-;-
13071134;Schwinkendorf;-;-;-;-;-
13071135;Siedenbollentin;-;-;-;-;-
13071136;Siedenbrünzow;-;-;-;-;-
13071137;Sietow;-;-;-;-;-
13071138;Silz;-;-;-;-;-
13071139;Sommersdorf;-;-;-;-;-
13071140;Sponholz;-;-;-;-;-
13071141;Staven;-;-;-;-;-
13071142;Stavenhagen, Reuterstadt, Stadt;-;-;-;-;-
13071143;Stuer;-;-;-;-;-
13071144;Torgelow am See;-;-;-;-;-
13071145;Trollenhagen;-;-;-;-;-
13071146;Tützpatz;-;-;-;-;-
13071147;Userin;-;-;-;-;-
13071148;Utzedel;-;-;-;-;-
13071149;Varchentin;-;-;-;-;-
13071150;Verchen;-;-;-;-;-
13071151;Vielist;-;-;-;-;-
13071152;Vipperow;-;-;-;-;-
13071153;Voigtsdorf;-;-;-;-;-
13071154;Vollrathsruhe;-;-;-;-;-
13071155;Walow;-;-;-;-;-
13071156;Waren (Müritz), Stadt;-;-;-;-;-
13071157;Warrenzin;-;-;-;-;-
13071158;Werder;-;-;-;-;-
13071159;Wesenberg, Stadt;-;-;-;-;-
13071160;Wildberg;-;-;-;-;-
13071161;Woggersin;-;-;-;-;-
13071162;Wokuhl-Dabelow;-;-;-;-;-
13071163;Wolde;-;-;-;-;-
13071164;Woldegk, Windmühlenstadt;-;-;-;-;-
13071165;Wredenhagen;-;-;-;-;-
13071166;Wulkenzin;-;-;-;-;-
13071167;Wustrow;-;-;-;-;-
13071168;Zepkow;-;-;-;-;-
13071169;Zettemin;-;-;-;-;-
13071170;Zirzow;-;-;-;-;-
13071171;Zislow;-;-;-;-;-
13071172;Peenehagen;-;-;-;-;-
13071173;Kuckssee;-;-;-;-;-
13071174;Schloen-Dratow;-;-;-;-;-
13071175;Eldetal;-;-;-;-;-
13071176;Südmüritz;-;-;-;-;-
13072001;Admannshagen-Bargeshagen;-;-;-;-;-
13072002;Alt Bukow;-;-;-;-;-
13072003;Alt Sührkow;-;-;-;-;-
13072004;Altkalen;-;-;-;-;-
13072005;Am Salzhaff;-;-;-;-;-
13072006;Bad Doberan, Stadt;-;-;-;-;-
13072007;Bartenshagen-Parkentin;-;-;-;-;-
13072008;Bastorf;-;-;-;-;-
13072009;Baumgarten;-;-;-;-;-
13072010;Behren-Lübchin;-;-;-;-;-
13072011;Benitz;-;-;-;-;-
13072012;Bentwisch;-;-;-;-;-
13072013;Bernitt;-;-;-;-;-
13072014;Biendorf;-;-;-;-;-
13072015;Blankenhagen;-;-;-;-;-
13072016;Boddin;-;-;-;-;-
13072017;Börgerende-Rethwisch, Seebad;-;-;-;-;-
13072018;Bröbberow;-;-;-;-;-
13072019;Broderstorf;-;-;-;-;-
13072020;Bützow, Stadt;-;-;-;-;-
13072021;Cammin;-;-;-;-;-
13072022;Carinerland;-;-;-;-;-
13072023;Dahmen;-;-;-;-;-
13072024;Dalkendorf;-;-;-;-;-
13072025;Diekhof;-;-;-;-;-
13072026;Dobbin-Linstow;-;-;-;-;-
13072027;Dolgen am See;-;-;-;-;-
13072028;Dreetz;-;-;-;-;-
13072029;Dummerstorf;-;-;-;-;-
13072030;Elmenhorst/Lichtenhagen;-;-;-;-;-
13072031;Finkenthal;-;-;-;-;-
13072032;Gelbensande;-;-;-;-;-
13072033;Glasewitz;-;-;-;-;-
13072034;Gnewitz;-;-;-;-;-
13072035;Gnoien, Warbelstadt;-;-;-;-;-
13072036;Graal-Müritz, Ostseeheilbad;-;-;-;-;-
13072037;Grammow;-;-;-;-;-
13072038;Groß Roge;-;-;-;-;-
13072039;Groß Schwiesow;-;-;-;-;-
13072040;Groß Wokern;-;-;-;-;-
13072041;Groß Wüstenfelde;-;-;-;-;-
13072042;Gülzow-Prüzen;-;-;-;-;-
13072043;Güstrow, Barlachstadt;-;-;-;-;-
13072044;Gutow;-;-;-;-;-
13072045;Hohen Demzin;-;-;-;-;-
13072046;Hohen Sprenz;-;-;-;-;-
13072047;Hohenfelde;-;-;-;-;-
13072048;Hoppenrade;-;-;-;-;-
13072049;Jördenstorf;-;-;-;-;-
13072050;Jürgenshagen;-;-;-;-;-
13072051;Kassow;-;-;-;-;-
13072052;Kirch Mulsow;-;-;-;-;-
13072053;Klein Belitz;-;-;-;-;-
13072054;Klein Kussewitz;-;-;-;-;-
13072055;Klein Upahl;-;-;-;-;-
13072056;Krakow am See, Stadt;-;-;-;-;-
13072057;Kritzmow;-;-;-;-;-
13072058;Kröpelin, Stadt;-;-;-;-;-
13072059;Kuchelmiß;-;-;-;-;-
13072060;Kühlungsborn, Ostseebad, Stadt;-;-;-;-;-
13072061;Kuhs;-;-;-;-;-
13072062;Laage, Stadt;-;-;-;-;-
13072063;Lalendorf;-;-;-;-;-
13072064;Lambrechtshagen;-;-;-;-;-
13072065;Langhagen;-;-;-;-;-
13072066;Lelkendorf;-;-;-;-;-
13072067;Lohmen;-;-;-;-;-
13072068;Lühburg;-;-;-;-;-
13072069;Lüssow;-;-;-;-;-
13072070;Mandelshagen;-;-;-;-;-
13072071;Mistorf;-;-;-;-;-
13072072;Mönchhagen;-;-;-;-;-
13072073;Mühl Rosin;-;-;-;-;-
13072074;Neubukow, Schliemannstadt;-;-;-;-;-
13072075;Nienhagen, Ostseebad;-;-;-;-;-
13072076;Nustrow;-;-;-;-;-
13072077;Papendorf;-;-;-;-;-
13072078;Penzin;-;-;-;-;-
13072079;Plaaz;-;-;-;-;-
13072080;Pölchow;-;-;-;-;-
13072081;Poppendorf;-;-;-;-;-
13072082;Prebberede;-;-;-;-;-
13072083;Reddelich;-;-;-;-;-
13072084;Reimershagen;-;-;-;-;-
13072085;Rerik, Ostseebad, Stadt;-;-;-;-;-
13072086;Retschow;-;-;-;-;-
13072087;Roggentin;-;-;-;-;-
13072088;Rövershagen;-;-;-;-;-
13072089;Rühn;-;-;-;-;-
13072090;Rukieten;-;-;-;-;-
13072091;Sanitz;-;-;-;-;-
13072092;Sarmstorf;-;-;-;-;-
13072093;Satow;-;-;-;-;-
13072094;Schorssow;-;-;-;-;-
13072095;Schwaan, Stadt;-;-;-;-;-
13072096;Schwasdorf;-;-;-;-;-
13072097;Selpin;-;-;-;-;-
13072098;Stäbelow;-;-;-;-;-
13072099;Steffenshagen;-;-;-;-;-
13072100;Steinfeld;-;-;-;-;-
13072101;Steinhagen;-;-;-;-;-
13072102;Stubbendorf;-;-;-;-;-
13072103;Sukow-Levitzow;-;-;-;-;-
13072104;Tarnow;-;-;-;-;-
13072105;Tessin, Blumenstadt;-;-;-;-;-
13072106;Teterow, Bergringstadt;-;-;-;-;-
13072107;Thelkow;-;-;-;-;-
13072108;Thulendorf;-;-;-;-;-
13072109;Thürkow;-;-;-;-;-
13072110;Vorbeck;-;-;-;-;-
13072111;Walkendorf;-;-;-;-;-
13072112;Wardow;-;-;-;-;-
13072113;Warnkenhagen;-;-;-;-;-
13072114;Warnow;-;-;-;-;-
13072115;Wasdow;-;-;-;-;-
13072116;Wiendorf;-;-;-;-;-
13072117;Wittenbeck;-;-;-;-;-
13072118;Zarnewanz;-;-;-;-;-
13072119;Zehna;-;-;-;-;-
13072120;Zepelin;-;-;-;-;-
13072121;Ziesendorf;-;-;-;-;-
13073001;Ahrenshagen-Daskow;-;-;-;-;-
13073002;Ahrenshoop, Ostseebad;-;-;-;-;-
13073003;Altefähr;-;-;-;-;-
13073004;Altenkirchen;-;-;-;-;-
13073005;Altenpleen;-;-;-;-;-
13073006;Baabe, Ostseebad;-;-;-;-;-
13073007;Bad Sülze, Stadt;-;-;-;-;-
13073008;Bartelshagen II b. Barth;-;-;-;-;-
13073009;Barth, Stadt;-;-;-;-;-
13073010;Bergen auf Rügen, Stadt;-;-;-;-;-
13073011;Binz, Ostseebad;-;-;-;-;-
13073012;Born a. Darß;-;-;-;-;-
13073013;Breege;-;-;-;-;-
13073014;Buschvitz;-;-;-;-;-
13073015;Dettmannsdorf;-;-;-;-;-
13073016;Deyelsdorf;-;-;-;-;-
13073017;Dierhagen, Ostseebad;-;-;-;-;-
13073018;Divitz-Spoldershagen;-;-;-;-;-
13073019;Dranske;-;-;-;-;-
13073020;Drechow;-;-;-;-;-
13073021;Dreschvitz;-;-;-;-;-
13073022;Eixen;-;-;-;-;-
13073023;Elmenhorst;-;-;-;-;-
13073024;Franzburg, Stadt;-;-;-;-;-
13073025;Fuhlendorf;-;-;-;-;-
13073026;Gager;-;-;-;-;-
13073027;Garz/Rügen, Stadt;-;-;-;-;-
13073028;Gingst;-;-;-;-;-
13073029;Glewitz;-;-;-;-;-
13073030;Glowe, Seebad;-;-;-;-;-
13073031;Göhren, Ostseebad;-;-;-;-;-
13073032;Grammendorf;-;-;-;-;-
13073033;Gransebieth;-;-;-;-;-
13073034;Gremersdorf-Buchholz;-;-;-;-;-
13073035;Grimmen, Stadt;-;-;-;-;-
13073036;Groß Kordshagen;-;-;-;-;-
13073037;Groß Mohrdorf;-;-;-;-;-
13073038;Gustow;-;-;-;-;-
13073039;Hugoldsdorf;-;-;-;-;-
13073040;Insel Hiddensee, Seebad;-;-;-;-;-
13073041;Jakobsdorf;-;-;-;-;-
13073042;Karnin;-;-;-;-;-
13073043;Kenz-Küstrow;-;-;-;-;-
13073044;Klausdorf;-;-;-;-;-
13073045;Kluis;-;-;-;-;-
13073046;Kramerhof;-;-;-;-;-
13073047;Kummerow;-;-;-;-;-
13073048;Lancken-Granitz;-;-;-;-;-
13073049;Lietzow;-;-;-;-;-
13073050;Lindholz;-;-;-;-;-
13073051;Löbnitz;-;-;-;-;-
13073052;Lohme;-;-;-;-;-
13073053;Lüdershagen;-;-;-;-;-
13073054;Lüssow;-;-;-;-;-
13073055;Marlow, Stadt;-;-;-;-;-
13073056;Middelhagen;-;-;-;-;-
13073057;Millienhagen-Oebelitz;-;-;-;-;-
13073058;Neu Bartelshagen;-;-;-;-;-
13073059;Neuenkirchen;-;-;-;-;-
13073060;Niepars;-;-;-;-;-
13073061;Pantelitz;-;-;-;-;-
13073062;Papenhagen;-;-;-;-;-
13073063;Parchtitz;-;-;-;-;-
13073064;Patzig;-;-;-;-;-
13073065;Poseritz;-;-;-;-;-
13073066;Preetz;-;-;-;-;-
13073067;Prerow, Ostseebad;-;-;-;-;-
13073068;Prohn;-;-;-;-;-
13073069;Pruchten;-;-;-;-;-
13073070;Putbus, Stadt;-;-;-;-;-
13073071;Putgarten;-;-;-;-;-
13073072;Ralswiek;-;-;-;-;-
13073073;Rambin;-;-;-;-;-
13073074;Rappin;-;-;-;-;-
13073075;Ribnitz-Damgarten, Bernsteinstadt;-;-;-;-;-
13073076;Richtenberg, Stadt;-;-;-;-;-
13073077;Saal;-;-;-;-;-
13073078;Sagard;-;-;-;-;-
13073079;Samtens;-;-;-;-;-
13073080;Sassnitz, Stadt;-;-;-;-;-
13073081;Schaprode;-;-;-;-;-
13073082;Schlemmin;-;-;-;-;-
13073083;Sehlen;-;-;-;-;-
13073084;Sellin, Ostseebad;-;-;-;-;-
13073085;Semlow;-;-;-;-;-
13073086;Splietsdorf;-;-;-;-;-
13073087;Steinhagen;-;-;-;-;-
13073088;Stralsund, Hansestadt;-;-;-;-;-
13073089;Süderholz;-;-;-;-;-
13073090;Sundhagen;-;-;-;-;-
13073091;Thiessow;-;-;-;-;-
13073092;Trent;-;-;-;-;-
13073093;Tribsees, Stadt;-;-;-;-;-
13073094;Trinwillershagen;-;-;-;-;-
13073095;Ummanz;-;-;-;-;-
13073096;Velgast;-;-;-;-;-
13073097;Weitenhagen;-;-;-;-;-
13073098;Wendisch Baggendorf;-;-;-;-;-
13073099;Wendorf;-;-;-;-;-
13073100;Wieck a. Darß;-;-;-;-;-
13073101;Wiek;-;-;-;-;-
13073102;Wittenhagen;-;-;-;-;-
13073103;Wustrow, Ostseebad;-;-;-;-;-
13073104;Zarrendorf;-;-;-;-;-
13073105;Zingst, Ostseeheilbad;-;-;-;-;-
13073106;Zirkow;-;-;-;-;-
13073107;Mönchgut, Ostseebad;-;-;-;-;-
13074001;Alt Meteln;-;-;-;-;-
13074002;Bad Kleinen;-;-;-;-;-
13074003;Barnekow;-;-;-;-;-
13074004;Benz;-;-;-;-;-
13074005;Bernstorf;-;-;-;-;-
13074006;Bibow;-;-;-;-;-
13074007;Blowatz;-;-;-;-;-
13074008;Bobitz;-;-;-;-;-
13074009;Boiensdorf;-;-;-;-;-
13074010;Boltenhagen, Ostseebad;-;-;-;-;-
13074011;Börzow;-;-;-;-;-
13074012;Brüsewitz;-;-;-;-;-
13074013;Carlow;-;-;-;-;-
13074014;Cramonshagen;-;-;-;-;-
13074015;Dalberg-Wendelstorf;-;-;-;-;-
13074016;Damshagen;-;-;-;-;-
13074017;Dassow, Stadt;-;-;-;-;-
13074018;Dechow;-;-;-;-;-
13074019;Dorf Mecklenburg;-;-;-;-;-
13074020;Dragun;-;-;-;-;-
13074021;Gadebusch, Stadt;-;-;-;-;-
13074022;Gägelow;-;-;-;-;-
13074023;Glasin;-;-;-;-;-
13074024;Gottesgabe;-;-;-;-;-
13074025;Grambow;-;-;-;-;-
13074026;Grevesmühlen, Stadt;-;-;-;-;-
13074027;Grieben;-;-;-;-;-
13074028;Groß Molzahn;-;-;-;-;-
13074029;Groß Siemz;-;-;-;-;-
13074030;Groß Stieten;-;-;-;-;-
13074031;Hohen Viecheln;-;-;-;-;-
13074032;Hohenkirchen;-;-;-;-;-
13074033;Holdorf;-;-;-;-;-
13074034;Hornstorf;-;-;-;-;-
13074035;Insel Poel, Ostseebad;-;-;-;-;-
13074036;Jesendorf;-;-;-;-;-
13074037;Kalkhorst;-;-;-;-;-
13074038;Klein Trebbow;-;-;-;-;-
13074039;Klütz, Stadt;-;-;-;-;-
13074040;Kneese;-;-;-;-;-
13074042;Königsfeld;-;-;-;-;-
13074043;Krembz;-;-;-;-;-
13074044;Krusenhagen;-;-;-;-;-
13074045;Lockwisch;-;-;-;-;-
13074046;Lübberstorf;-;-;-;-;-
13074047;Lübow;-;-;-;-;-
13074048;Lübstorf;-;-;-;-;-
13074049;Lüdersdorf;-;-;-;-;-
13074050;Lützow;-;-;-;-;-
13074051;Mallentin;-;-;-;-;-
13074052;Menzendorf;-;-;-;-;-
13074053;Metelsdorf;-;-;-;-;-
13074054;Mühlen Eichsen;-;-;-;-;-
13074055;Nesow;-;-;-;-;-
13074056;Neuburg;-;-;-;-;-
13074057;Neukloster, Stadt;-;-;-;-;-
13074058;Niendorf;-;-;-;-;-
13074059;Papenhusen;-;-;-;-;-
13074060;Passee;-;-;-;-;-
13074061;Perlin;-;-;-;-;-
13074062;Pingelshagen;-;-;-;-;-
13074063;Plüschow;-;-;-;-;-
13074064;Pokrent;-;-;-;-;-
13074065;Rehna, Stadt;-;-;-;-;-
13074066;Rieps;-;-;-;-;-
13074067;Roduchelstorf;-;-;-;-;-
13074068;Roggendorf;-;-;-;-;-
13074069;Roggenstorf;-;-;-;-;-
13074070;Rögnitz;-;-;-;-;-
13074071;Rüting;-;-;-;-;-
13074072;Schildetal;-;-;-;-;-
13074073;Schlagsdorf;-;-;-;-;-
13074074;Schönberg, Stadt;-;-;-;-;-
13074075;Seehof;-;-;-;-;-
13074076;Selmsdorf;-;-;-;-;-
13074077;Testorf-Steinfort;-;-;-;-;-
13074078;Thandorf;-;-;-;-;-
13074079;Upahl;-;-;-;-;-
13074080;Utecht;-;-;-;-;-
13074081;Veelböken;-;-;-;-;-
13074082;Ventschow;-;-;-;-;-
13074083;Vitense;-;-;-;-;-
13074084;Warin, Stadt;-;-;-;-;-
13074085;Warnow;-;-;-;-;-
13074087;Wismar, Hansestadt;-;-;-;-;-
13074088;Zickhusen;-;-;-;-;-
13074089;Zierow;-;-;-;-;-
13074090;Zurow;-;-;-;-;-
13074091;Züsow;-;-;-;-;-
13074092;Wedendorfersee;-;-;-;-;-
13074093;Stepenitztal;-;-;-;-;-
13074094;Siemz-Niendorf;-;-;-;-;-
13075001;Ahlbeck;-;-;-;-;-
13075002;Alt Tellin;-;-;-;-;-
13075003;Altwarp, Fischerdorf;-;-;-;-;-
13075004;Altwigshagen;-;-;-;-;-
13075005;Anklam, Hansestadt;-;-;-;-;-
13075006;Bandelin;-;-;-;-;-
13075007;Bargischow;-;-;-;-;-
13075008;Behrenhoff;-;-;-;-;-
13075009;Bentzin;-;-;-;-;-
13075010;Benz;-;-;-;-;-
13075011;Bergholz;-;-;-;-;-
13075012;Blankensee;-;-;-;-;-
13075013;Blesewitz;-;-;-;-;-
13075014;Blumenhagen;-;-;-;-;-
13075015;Boldekow;-;-;-;-;-
13075016;Boock;-;-;-;-;-
13075017;Brietzig;-;-;-;-;-
13075018;Brünzow;-;-;-;-;-
13075019;Buddenhagen;-;-;-;-;-
13075020;Bugewitz;-;-;-;-;-
13075021;Buggenhagen;-;-;-;-;-
13075022;Butzow;-;-;-;-;-
13075023;Daberkow;-;-;-;-;-
13075024;Damerow;-;-;-;-;-
13075025;Dargelin;-;-;-;-;-
13075026;Dargen;-;-;-;-;-
13075027;Dersekow;-;-;-;-;-
13075028;Diedrichshagen;-;-;-;-;-
13075029;Ducherow;-;-;-;-;-
13075030;Düvier;-;-;-;-;-
13075031;Eggesin, Stadt;-;-;-;-;-
13075032;Fahrenwalde;-;-;-;-;-
13075033;Ferdinandshof;-;-;-;-;-
13075034;Garz;-;-;-;-;-
13075035;Glasow;-;-;-;-;-
13075036;Görmin;-;-;-;-;-
13075037;Grambin;-;-;-;-;-
13075038;Grambow;-;-;-;-;-
13075039;Greifswald, Universitäts- und Hansestadt;-;-;-;-;-
13075040;Gribow;-;-;-;-;-
13075041;Groß Kiesow;-;-;-;-;-
13075042;Groß Luckow;-;-;-;-;-
13075043;Groß Polzin;-;-;-;-;-
13075044;Gützkow, Stadt;-;-;-;-;-
13075045;Hammer a. d. Uecker;-;-;-;-;-
13075046;Hanshagen;-;-;-;-;-
13075047;Heinrichsruh;-;-;-;-;-
13075048;Heinrichswalde;-;-;-;-;-
13075049;Heringsdorf, Ostseebad;-;-;-;-;-
13075050;Hinrichshagen;-;-;-;-;-
13075051;Hintersee;-;-;-;-;-
13075052;Hohendorf;-;-;-;-;-
13075053;Iven;-;-;-;-;-
13075054;Jarmen, Stadt;-;-;-;-;-
13075055;Jatznick;-;-;-;-;-
13075056;Kamminke;-;-;-;-;-
13075057;Karlsburg;-;-;-;-;-
13075058;Karlshagen, Ostseebad;-;-;-;-;-
13075059;Katzow;-;-;-;-;-
13075060;Kemnitz;-;-;-;-;-
13075061;Klein Bünzow;-;-;-;-;-
13075062;Klein Luckow;-;-;-;-;-
13075063;Koblentz;-;-;-;-;-
13075064;Kölzin;-;-;-;-;-
13075065;Korswandt;-;-;-;-;-
13075066;Koserow, Ostseebad;-;-;-;-;-
13075067;Krackow;-;-;-;-;-
13075068;Krien;-;-;-;-;-
13075069;Kröslin;-;-;-;-;-
13075070;Kruckow;-;-;-;-;-
13075071;Krugsdorf;-;-;-;-;-
13075072;Krummin;-;-;-;-;-
13075073;Krusenfelde;-;-;-;-;-
13075074;Lassan, Stadt;-;-;-;-;-
13075075;Leopoldshagen;-;-;-;-;-
13075076;Levenhagen;-;-;-;-;-
13075077;Liepen;-;-;-;-;-
13075078;Liepgarten;-;-;-;-;-
13075079;Löcknitz;-;-;-;-;-
13075080;Loddin, Seebad;-;-;-;-;-
13075081;Loissin;-;-;-;-;-
13075082;Loitz, Stadt;-;-;-;-;-
13075083;Lubmin, Seebad;-;-;-;-;-
13075084;Lübs;-;-;-;-;-
13075085;Luckow;-;-;-;-;-
13075086;Lühmannsdorf;-;-;-;-;-
13075087;Lütow;-;-;-;-;-
13075088;Medow;-;-;-;-;-
13075089;Meiersberg;-;-;-;-;-
13075090;Mellenthin;-;-;-;-;-
13075091;Mesekenhagen;-;-;-;-;-
13075092;Mölschow;-;-;-;-;-
13075093;Mönkebude;-;-;-;-;-
13075094;Murchin;-;-;-;-;-
13075095;Nadrensee;-;-;-;-;-
13075096;Neetzow;-;-;-;-;-
13075097;Neu Boltenhagen;-;-;-;-;-
13075098;Neu Kosenow;-;-;-;-;-
13075099;Neuendorf A;-;-;-;-;-
13075100;Neuendorf B;-;-;-;-;-
13075101;Neuenkirchen;-;-;-;-;-
13075102;Neuenkirchen;-;-;-;-;-
13075103;Nieden;-;-;-;-;-
13075104;Papendorf;-;-;-;-;-
13075105;Pasewalk, Stadt;-;-;-;-;-
13075106;Peenemünde;-;-;-;-;-
13075107;Penkun, Stadt;-;-;-;-;-
13075108;Plöwen;-;-;-;-;-
13075109;Polzow;-;-;-;-;-
13075110;Postlow;-;-;-;-;-
13075111;Pudagla;-;-;-;-;-
13075112;Putzar;-;-;-;-;-
13075113;Ramin;-;-;-;-;-
13075114;Rankwitz;-;-;-;-;-
13075115;Rollwitz;-;-;-;-;-
13075116;Rossin;-;-;-;-;-
13075117;Rossow;-;-;-;-;-
13075118;Rothemühl;-;-;-;-;-
13075119;Rothenklempenow;-;-;-;-;-
13075120;Rubenow;-;-;-;-;-
13075121;Rubkow;-;-;-;-;-
13075122;Sarnow;-;-;-;-;-
13075123;Sassen-Trantow;-;-;-;-;-
13075124;Sauzin;-;-;-;-;-
13075125;Schmatzin;-;-;-;-;-
13075126;Schönwalde;-;-;-;-;-
13075127;Spantekow;-;-;-;-;-
13075128;Stolpe an der Peene;-;-;-;-;-
13075129;Stolpe auf Usedom;-;-;-;-;-
13075130;Strasburg (Uckermark), Stadt;-;-;-;-;-
13075131;Torgelow, Stadt;-;-;-;-;-
13075132;Torgelow-Holländerei;-;-;-;-;-
13075133;Trassenheide, Ostseebad;-;-;-;-;-
13075134;Tutow;-;-;-;-;-
13075135;Ückeritz, Seebad;-;-;-;-;-
13075136;Ueckermünde, Seebad, Stadt;-;-;-;-;-
13075137;Usedom, Stadt;-;-;-;-;-
13075138;Viereck;-;-;-;-;-
13075139;Vogelsang-Warsin;-;-;-;-;-
13075140;Völschow;-;-;-;-;-
13075141;Wackerow;-;-;-;-;-
13075142;Weitenhagen;-;-;-;-;-
13075143;Wilhelmsburg;-;-;-;-;-
13075144;Wolgast, Stadt;-;-;-;-;-
13075145;Wrangelsburg;-;-;-;-;-
13075146;Wusterhusen;-;-;-;-;-
13075147;Zemitz;-;-;-;-;-
13075148;Zempin, Seebad;-;-;-;-;-
13075149;Zerrenthin;-;-;-;-;-
13075150;Ziethen;-;-;-;-;-
13075151;Zinnowitz, Ostseebad;-;-;-;-;-
13075152;Zirchow;-;-;-;-;-
13075153;Züsedom;-;-;-;-;-
13075154;Züssow;-;-;-;-;-
13075155;Neetzow-Liepen;-;-;-;-;-
13075156;Karlsburg;-;-;-;-;-
13076001;Alt Krenzlin;-;-;-;-;-
13076002;Alt Zachun;-;-;-;-;-
13076003;Balow;-;-;-;-;-
13076004;Bandenitz;-;-;-;-;-
13076005;Banzkow;-;-;-;-;-
13076006;Barkhagen;-;-;-;-;-
13076007;Barnin;-;-;-;-;-
13076008;Belsch;-;-;-;-;-
13076009;Bengerstorf;-;-;-;-;-
13076010;Besitz;-;-;-;-;-
13076011;Blankenberg;-;-;-;-;-
13076012;Blievenstorf;-;-;-;-;-
13076013;Bobzin;-;-;-;-;-
13076014;Boizenburg/Elbe, Stadt;-;-;-;-;-
13076015;Borkow;-;-;-;-;-
13076016;Brahlstorf;-;-;-;-;-
13076017;Brenz;-;-;-;-;-
13076018;Bresegard bei Eldena;-;-;-;-;-
13076019;Bresegard bei Picher;-;-;-;-;-
13076020;Brüel, Stadt;-;-;-;-;-
13076021;Brunow;-;-;-;-;-
13076022;Buchberg;-;-;-;-;-
13076023;Bülow;-;-;-;-;-
13076024;Cambs;-;-;-;-;-
13076025;Crivitz, Stadt;-;-;-;-;-
13076026;Dabel;-;-;-;-;-
13076027;Dambeck;-;-;-;-;-
13076028;Damm;-;-;-;-;-
13076029;Demen;-;-;-;-;-
13076030;Dersenow;-;-;-;-;-
13076031;Diestelow;-;-;-;-;-
13076032;Dobbertin;-;-;-;-;-
13076033;Dobin am See;-;-;-;-;-
13076034;Dömitz, Stadt;-;-;-;-;-
13076035;Domsühl;-;-;-;-;-
13076036;Dümmer;-;-;-;-;-
13076037;Eldena;-;-;-;-;-
13076038;Friedrichsruhe;-;-;-;-;-
13076039;Gallin;-;-;-;-;-
13076040;Gallin-Kuppentin;-;-;-;-;-
13076041;Gammelin;-;-;-;-;-
13076042;Ganzlin;-;-;-;-;-
13076043;Gischow;-;-;-;-;-
13076044;Gneven;-;-;-;-;-
13076045;Godern;-;-;-;-;-
13076046;Göhlen;-;-;-;-;-
13076048;Goldberg, Stadt;-;-;-;-;-
13076049;Gorlosen;-;-;-;-;-
13076050;Grabow, Stadt;-;-;-;-;-
13076051;Granzin;-;-;-;-;-
13076052;Grebbin;-;-;-;-;-
13076053;Grebs-Niendorf;-;-;-;-;-
13076054;Gresse;-;-;-;-;-
13076055;Greven;-;-;-;-;-
13076056;Groß Godems;-;-;-;-;-
