;1. Start des Fragebogens;1. Start des Fragebogens;1. Start des Fragebogens;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;2. Büro;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;3. Zuhause;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;4. Mobilität;5. Demographische Daten;5. Demographische Daten;6. Stromspiegel;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;6. Optionale Angaben;7. Abschluss des Fragebogens
1098236;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;selten;nie;;immer;oft;;immer;k. A.;Nein;k. A.;k. A.;immer;k. A.;selten;Ja;oft;oft;selten;selten;k. A.;immer;oft;oft;immer;nie;gelegentlich;selten;immer;nie;k. A.;nie;immer;immer;oft;immer;selten;nie;Ja;oft;oft;immer;nie;immer;k. A.;nie;oft;selten;k. A.;Ja;50-59;weiblich;Unvollständig;Wohnung;Mit Strom;2;;Ja
1098237;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;nie;nie;nie;oft;immer;selten;immer;immer;Nein;nie;oft;gelegentlich;oft;selten;Ja;nie;selten;nie;nie;k. A.;immer;immer;selten;nie;nie;gelegentlich;nie;immer;gelegentlich;Nein;nie;immer;immer;immer;oft;selten;k. A.;Ja;selten;selten;immer;nie;immer;k. A.;selten;immer;gelegentlich;k. A.;Ja;30-39;weiblich;Ja;Wohnung;Ohne Strom;2;1.700;Ja
1098240;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;selten;nie;k. A.;immer;nie;selten;oft;k. A.;Nein;oft;k. A.;oft;k. A.;oft;k. A.;nie;oft;selten;nie;k. A.;immer;nie;selten;selten;nie;immer;nie;immer;nie;Nein;nie;immer;oft;oft;immer;immer;nie;Ja;oft;oft;immer;nie;immer;nie;selten;immer;oft;immer;Nein;40-49;männlich;Nein;;;;;Ja
1098241;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;selten;nie;k. A.;immer;immer;gelegentlich;immer;nie;Ja;gelegentlich;k. A.;selten;k. A.;immer;Ja;selten;selten;selten;selten;selten;immer;oft;oft;nie;gelegentlich;selten;nie;immer;nie;Nein;selten;immer;selten;immer;nie;immer;nie;Ja;selten;selten;oft;nie;oft;nie;gelegentlich;nie;nie;gelegentlich;Nein;40-49;männlich;Nein;;;;;Ja
1098244;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;immer;nie;immer;immer;Ja;selten;immer;oft;nie;gelegentlich;Ja;selten;gelegentlich;gelegentlich;nie;nie;immer;immer;nie;nie;nie;gelegentlich;gelegentlich;oft;selten;Ja;gelegentlich;oft;gelegentlich;nie;immer;oft;nie;Ja;gelegentlich;oft;oft;nie;gelegentlich;nie;selten;oft;selten;immer;Nein;30-39;männlich;Nein;;;;;Ja
1098245;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;selten;k. A.;immer;oft;k. A.;immer;gelegentlich;k. A.;nie;k. A.;oft;gelegentlich;oft;Ja;gelegentlich;oft;oft;selten;immer;immer;oft;gelegentlich;selten;gelegentlich;gelegentlich;nie;immer;selten;;selten;immer;immer;oft;immer;oft;selten;Ja;;immer;immer;nie;oft;k. A.;selten;gelegentlich;selten;oft;;40-49;weiblich;Nein;;;;;Ja
1098246;Ja;Ministerium des Innern;Ja;immer;oft;immer;immer;immer;oft;;nie;Nein;selten;immer;oft;oft;nie;Ja;oft;gelegentlich;immer;oft;immer;immer;immer;immer;immer;immer;oft;gelegentlich;;nie;Nein;nie;oft;immer;immer;immer;nie;nie;Ja;immer;oft;immer;nie;selten;nie;gelegentlich;oft;nie;immer;Nein;30-39;weiblich;Nein;;;;;Ja
1098247;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;oft;k. A.;immer;immer;immer;oft;oft;immer;k. A.;oft;immer;k. A.;k. A.;nie;k. A.;gelegentlich;gelegentlich;oft;nie;k. A.;immer;immer;oft;immer;selten;gelegentlich;nie;immer;oft;k. A.;nie;immer;gelegentlich;k. A.;immer;selten;gelegentlich;Ja;gelegentlich;gelegentlich;nie;nie;oft;nie;oft;selten;nie;immer;Nein;50-59;weiblich;Ja;Haus;Ohne Strom;3;3.000;Ja
1098248;Nein;Ministerium des Innern;Ja;immer;immer;gelegentlich;immer;gelegentlich;nie;immer;k. A.;Ja;nie;immer;immer;oft;nie;k. A.;gelegentlich;gelegentlich;immer;immer;immer;immer;immer;immer;immer;immer;immer;oft;immer;selten;Ja;nie;immer;immer;oft;immer;nie;selten;Ja;oft;oft;immer;nie;k. A.;k. A.;selten;oft;oft;immer;Nein;30-39;weiblich;Ja;Wohnung;Mit Strom;2;2.000;Ja
1098251;Ja;Ministerium der Finanzen;Nein;immer;nie;immer;immer;immer;gelegentlich;immer;immer;Ja;nie;immer;oft;oft;selten;Ja;oft;selten;immer;nie;immer;immer;immer;oft;immer;nie;gelegentlich;nie;immer;oft;Ja;nie;immer;oft;immer;immer;gelegentlich;gelegentlich;Ja;immer;selten;immer;nie;oft;nie;gelegentlich;gelegentlich;nie;oft;Nein;40-49;männlich;Ja;Haus;Ohne Strom;4;2.300;Ja
1098253;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;oft;selten;immer;k. A.;Ja;gelegentlich;nie;nie;k. A.;gelegentlich;Nein;oft;oft;oft;nie;oft;oft;immer;selten;immer;nie;oft;gelegentlich;immer;gelegentlich;Ja;selten;immer;;gelegentlich;immer;oft;oft;Ja;immer;oft;oft;nie;selten;nie;gelegentlich;oft;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098254;Ja;Ministerium des Innern;Nein;oft;nie;immer;immer;immer;nie;oft;k. A.;Ja;nie;immer;nie;oft;oft;k. A.;gelegentlich;gelegentlich;oft;nie;k. A.;immer;immer;oft;oft;oft;selten;oft;immer;nie;Ja;selten;immer;immer;selten;oft;immer;nie;k. A.;oft;oft;oft;nie;selten;nie;gelegentlich;oft;nie;oft;Nein;18-29;weiblich;Ja;Wohnung;Mit Strom;2;1.907;Ja
1098257;Ja;Ministerium des Innern;Nein;selten;nie;k. A.;immer;oft;selten;immer;k. A.;Ja;nie;immer;gelegentlich;oft;nie;Ja;gelegentlich;gelegentlich;selten;nie;k. A.;immer;immer;oft;gelegentlich;nie;nie;oft;immer;nie;Ja;nie;immer;immer;immer;immer;gelegentlich;nie;Ja;oft;gelegentlich;immer;k. A.;nie;nie;selten;selten;nie;immer;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;5;3.500;Ja
1098258;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;gelegentlich;nie;k. A.;nie;immer;nie;nie;;Ja;nie;oft;k. A.;;k. A.;k. A.;nie;nie;oft;selten;immer;immer;immer;immer;;selten;gelegentlich;k. A.;gelegentlich;selten;Ja;selten;oft;oft;gelegentlich;immer;oft;selten;Ja;selten;gelegentlich;nie;nie;selten;k. A.;oft;selten;nie;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1098259;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;selten;k. A.;immer;immer;selten;immer;nie;Ja;k. A.;oft;k. A.;k. A.;immer;k. A.;oft;selten;oft;selten;immer;immer;oft;gelegentlich;selten;nie;oft;selten;oft;selten;Ja;nie;oft;immer;k. A.;immer;;selten;k. A.;selten;selten;nie;nie;selten;k. A.;oft;selten;selten;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098261;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;nie;nie;k. A.;k. A.;immer;k. A.;k. A.;k. A.;Ja;gelegentlich;k. A.;oft;k. A.;gelegentlich;Ja;gelegentlich;oft;nie;nie;k. A.;immer;immer;immer;immer;nie;immer;gelegentlich;immer;selten;Ja;selten;oft;oft;immer;immer;gelegentlich;selten;Ja;immer;immer;immer;nie;immer;nie;nie;immer;nie;k. A.;Ja;50-59;weiblich;Ja;Wohnung;Ohne Strom;4;2.366;Ja
1098264;Ja;Ministerium des Innern;Nein;;immer;k. A.;immer;immer;k. A.;immer;immer;Ja;nie;immer;immer;immer;immer;Ja;gelegentlich;gelegentlich;immer;immer;k. A.;immer;immer;gelegentlich;nie;nie;k. A.;immer;immer;nie;Ja;nie;nie;immer;immer;immer;immer;nie;Ja;immer;oft;nie;nie;nie;nie;selten;oft;nie;immer;Ja;50-59;weiblich;Unvollständig;Haus;;2;4.000;Ja
1098266;Nein;Ministerium der Justiz;Ja;oft;selten;immer;immer;immer;nie;gelegentlich;k. A.;Ja;nie;immer;gelegentlich;immer;selten;Ja;k. A.;selten;immer;selten;immer;oft;immer;immer;immer;selten;k. A.;nie;immer;selten;Ja;nie;immer;oft;immer;gelegentlich;selten;nie;Ja;selten;selten;selten;nie;k. A.;k. A.;immer;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098267;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;nie;immer;immer;k. A.;k. A.;immer;k. A.;Ja;gelegentlich;immer;oft;immer;nie;Ja;selten;oft;oft;nie;immer;oft;oft;gelegentlich;selten;nie;gelegentlich;nie;immer;selten;Ja;oft;oft;immer;oft;immer;nie;nie;Ja;gelegentlich;oft;immer;nie;immer;k. A.;nie;immer;k. A.;k. A.;Ja;18-29;männlich;Nein;;;;;Ja
1098268;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;oft;immer;k. A.;immer;oft;nie;k. A.;oft;Nein;nie;gelegentlich;gelegentlich;oft;immer;Ja;nie;selten;gelegentlich;immer;immer;immer;immer;selten;oft;oft;gelegentlich;oft;oft;nie;Nein;nie;oft;oft;oft;immer;immer;nie;Ja;nie;gelegentlich;selten;nie;immer;nie;oft;gelegentlich;gelegentlich;oft;Nein;30-39;männlich;Ja;Wohnung;Ohne Strom;3;2.413;Ja
1098271;Ja;Ministerium des Innern;Nein;oft;nie;nie;immer;immer;k. A.;immer;;Nein;;immer;immer;immer;gelegentlich;Ja;gelegentlich;selten;immer;oft;immer;immer;immer;gelegentlich;immer;nie;immer;gelegentlich;;nie;Nein;nie;immer;immer;immer;oft;gelegentlich;nie;Ja;gelegentlich;nie;immer;k. A.;k. A.;k. A.;k. A.;nie;nie;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1098272;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;nie;nie;k. A.;k. A.;immer;immer;k. A.;k. A.;Nein;gelegentlich;immer;k. A.;k. A.;gelegentlich;k. A.;k. A.;k. A.;nie;nie;k. A.;immer;immer;oft;immer;immer;gelegentlich;nie;immer;nie;Nein;nie;immer;oft;immer;immer;gelegentlich;nie;Ja;selten;gelegentlich;oft;nie;oft;nie;gelegentlich;gelegentlich;gelegentlich;oft;Nein;40-49;weiblich;Ja;Wohnung;Ohne Strom;2;1.400;Ja
1098274;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;selten;nie;k. A.;k. A.;immer;k. A.;k. A.;immer;Ja;nie;k. A.;gelegentlich;k. A.;selten;k. A.;gelegentlich;selten;selten;selten;k. A.;oft;immer;gelegentlich;immer;nie;selten;nie;immer;nie;Ja;nie;immer;oft;nie;immer;selten;nie;k. A.;gelegentlich;gelegentlich;immer;nie;immer;nie;selten;immer;selten;oft;Ja;50-59;männlich;Ja;Haus;Ohne Strom;4;2.300;Ja
1098276;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;nie;nie;k. A.;immer;k. A.;k. A.;k. A.;Ja;k. A.;k. A.;immer;k. A.;nie;k. A.;nie;selten;immer;nie;immer;immer;immer;nie;nie;nie;oft;oft;immer;gelegentlich;Ja;selten;oft;immer;gelegentlich;immer;nie;gelegentlich;Ja;gelegentlich;gelegentlich;immer;nie;immer;nie;nie;immer;nie;k. A.;Ja;30-39;weiblich;Nein;;;;;Ja
1098277;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;oft;immer;immer;immer;immer;immer;immer;immer;Ja;nie;immer;immer;immer;selten;Ja;k. A.;oft;immer;;immer;immer;immer;immer;nie;nie;immer;selten;immer;nie;Ja;nie;immer;immer;immer;immer;selten;nie;Ja;selten;gelegentlich;nie;nie;nie;k. A.;gelegentlich;oft;k. A.;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1098278;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;oft;gelegentlich;nie;k. A.;oft;gelegentlich;k. A.;k. A.;Ja;nie;k. A.;k. A.;k. A.;immer;k. A.;gelegentlich;gelegentlich;gelegentlich;gelegentlich;k. A.;immer;gelegentlich;gelegentlich;immer;nie;immer;nie;oft;selten;Ja;nie;immer;gelegentlich;immer;immer;immer;selten;Ja;gelegentlich;gelegentlich;nie;nie;immer;nie;gelegentlich;nie;selten;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098279;Nein;Ministerium der Justiz;Ja;oft;nie;oft;immer;k. A.;oft;;k. A.;Ja;nie;immer;immer;immer;k. A.;Ja;selten;gelegentlich;immer;nie;immer;immer;gelegentlich;gelegentlich;immer;immer;oft;k. A.;immer;oft;Ja;nie;immer;immer;immer;immer;gelegentlich;gelegentlich;Ja;gelegentlich;gelegentlich;selten;nie;k. A.;k. A.;immer;nie;k. A.;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098280;Ja;Ministerium der Justiz;Ja;gelegentlich;k. A.;selten;immer;immer;selten;immer;immer;Ja;gelegentlich;immer;immer;immer;nie;Ja;oft;gelegentlich;gelegentlich;k. A.;immer;immer;immer;oft;immer;nie;selten;nie;oft;immer;Ja;oft;immer;immer;nie;immer;nie;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;immer;nie;nie;gelegentlich;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;3;5.000;Ja
1098283;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;k. A.;nie;nie;immer;gelegentlich;nie;nie;Nein;gelegentlich;nie;immer;nie;immer;Ja;nie;gelegentlich;gelegentlich;k. A.;immer;immer;immer;selten;nie;nie;oft;oft;immer;nie;Ja;nie;immer;immer;selten;immer;oft;nie;Ja;selten;selten;immer;nie;oft;selten;selten;selten;nie;immer;Nein;50-59;weiblich;Ja;Wohnung;Ohne Strom;1;1.050;Ja
1098284;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;k. A.;nie;k. A.;nie;immer;nie;nie;nie;k. A.;oft;nie;gelegentlich;nie;nie;Ja;selten;oft;k. A.;nie;k. A.;immer;gelegentlich;oft;immer;nie;gelegentlich;nie;immer;gelegentlich;Ja;nie;immer;gelegentlich;oft;immer;nie;gelegentlich;Ja;gelegentlich;oft;immer;nie;immer;nie;nie;immer;nie;k. A.;Ja;50-59;weiblich;Nein;;;;;Ja
1098285;Ja;Ministerium der Finanzen;Nein;oft;nie;k. A.;gelegentlich;immer;nie;gelegentlich;k. A.;Ja;nie;selten;selten;;;Nein;nie;oft;immer;nie;k. A.;oft;oft;nie;selten;;nie;oft;immer;selten;k. A.;nie;oft;selten;oft;immer;oft;oft;Ja;gelegentlich;oft;nie;k. A.;selten;k. A.;gelegentlich;selten;selten;gelegentlich;Nein;30-39;männlich;Nein;;;;;Ja
1098286;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;oft;nie;k. A.;k. A.;immer;nie;k. A.;immer;Nein;nie;immer;k. A.;k. A.;gelegentlich;Ja;selten;gelegentlich;immer;nie;k. A.;immer;immer;gelegentlich;nie;nie;gelegentlich;oft;gelegentlich;nie;Nein;nie;immer;oft;nie;immer;gelegentlich;nie;Ja;oft;gelegentlich;nie;nie;gelegentlich;k. A.;oft;selten;oft;gelegentlich;Nein;40-49;weiblich;Ja;Haus;Ohne Strom;3;3.000;Ja
1098287;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;gelegentlich;oft;immer;immer;;immer;immer;k. A.;Nein;;k. A.;oft;immer;nie;;k. A.;selten;oft;gelegentlich;immer;oft;immer;immer;;selten;k. A.;gelegentlich;k. A.;nie;Nein;k. A.;immer;gelegentlich;immer;immer;selten;nie;;oft;nie;oft;nie;oft;nie;selten;gelegentlich;selten;gelegentlich;Ja;18-29;weiblich;Nein;;;;;Ja
1098288;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;immer;immer;immer;immer;nie;immer;immer;Ja;nie;immer;immer;immer;immer;Ja;gelegentlich;gelegentlich;immer;immer;immer;immer;immer;nie;immer;nie;gelegentlich;gelegentlich;oft;nie;Ja;nie;immer;immer;immer;immer;oft;nie;Ja;oft;gelegentlich;immer;nie;oft;nie;nie;selten;oft;oft;Nein;60-69;männlich;Nein;;;;;Ja
1098292;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Nein;immer;selten;k. A.;immer;immer;gelegentlich;immer;k. A.;Ja;nie;immer;immer;oft;nie;Ja;gelegentlich;nie;k. A.;k. A.;k. A.;immer;immer;gelegentlich;immer;immer;selten;oft;immer;nie;Nein;nie;immer;immer;immer;immer;nie;nie;Ja;gelegentlich;nie;immer;nie;nie;nie;oft;selten;nie;oft;Nein;40-49;männlich;Nein;;;;;Ja
1098295;Ja;Ministerium des Innern;Ja;gelegentlich;nie;k. A.;immer;immer;selten;gelegentlich;k. A.;Nein;nie;oft;immer;selten;nie;Ja;selten;gelegentlich;oft;nie;immer;immer;oft;selten;immer;nie;oft;oft;immer;nie;Nein;nie;immer;oft;oft;immer;selten;nie;Ja;oft;gelegentlich;nie;nie;oft;k. A.;oft;gelegentlich;selten;oft;Nein;30-39;weiblich;Nein;;;;;Ja
1098296;Ja;Ministerium des Innern;Nein;nie;nie;k. A.;immer;nie;nie;k. A.;k. A.;Nein;selten;immer;immer;nie;nie;Ja;gelegentlich;nie;immer;nie;k. A.;;nie;immer;immer;nie;gelegentlich;selten;immer;nie;Nein;;k. A.;immer;nie;immer;oft;nie;Ja;nie;nie;nie;nie;nie;nie;immer;nie;nie;immer;Nein;18-29;weiblich;Nein;;;;;Ja
1098298;Ja;Ministerium des Innern;Nein;immer;nie;nie;gelegentlich;immer;selten;selten;oft;Ja;nie;immer;oft;;selten;Ja;selten;selten;selten;nie;immer;oft;selten;gelegentlich;selten;nie;gelegentlich;nie;oft;gelegentlich;Nein;selten;immer;immer;gelegentlich;immer;gelegentlich;nie;Ja;selten;selten;immer;nie;k. A.;k. A.;nie;immer;gelegentlich;immer;Ja;18-29;weiblich;Nein;;;;;Ja
1098299;Ja;Ministerium des Innern;Ja;oft;immer;k. A.;immer;immer;nie;oft;k. A.;Ja;nie;gelegentlich;selten;gelegentlich;nie;k. A.;gelegentlich;gelegentlich;selten;immer;k. A.;oft;oft;nie;nie;nie;selten;oft;gelegentlich;selten;Ja;selten;immer;gelegentlich;gelegentlich;immer;selten;selten;Ja;gelegentlich;gelegentlich;nie;nie;k. A.;k. A.;gelegentlich;selten;gelegentlich;gelegentlich;Nein;18-29;weiblich;Nein;;;;;Ja
1098300;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;nie;k. A.;immer;k. A.;gelegentlich;immer;immer;Nein;nie;selten;immer;nie;k. A.;k. A.;oft;nie;k. A.;selten;immer;immer;gelegentlich;gelegentlich;selten;nie;gelegentlich;nie;immer;nie;Nein;gelegentlich;selten;selten;nie;immer;oft;nie;k. A.;immer;gelegentlich;immer;nie;selten;nie;selten;selten;nie;gelegentlich;Nein;30-39;weiblich;Nein;;;;;Ja
1098301;Ja;Ministerium der Justiz;Ja;immer;nie;immer;immer;immer;oft;immer;k. A.;Ja;nie;k. A.;immer;k. A.;selten;Ja;gelegentlich;selten;immer;nie;immer;immer;immer;immer;immer;k. A.;immer;oft;immer;nie;Ja;nie;nie;immer;gelegentlich;immer;oft;nie;Ja;immer;gelegentlich;nie;nie;gelegentlich;nie;immer;nie;nie;immer;Nein;50-59;weiblich;Nein;;;;;Ja
1098302;Ja;Ministerium für Arbeit, Gesundheit und Soziales;Nein;immer;nie;k. A.;immer;immer;gelegentlich;immer;immer;Ja;selten;immer;gelegentlich;selten;selten;Ja;nie;nie;immer;nie;immer;immer;immer;immer;oft;nie;oft;oft;gelegentlich;immer;Ja;gelegentlich;gelegentlich;oft;selten;immer;gelegentlich;immer;Ja;immer;oft;nie;nie;nie;nie;nie;oft;nie;immer;Nein;40-49;männlich;Nein;;;;;Ja
1098303;Ja;Ministerium für Arbeit, Gesundheit und Soziales;Nein;oft;selten;k. A.;immer;k. A.;k. A.;immer;immer;Ja;selten;immer;immer;immer;k. A.;Ja;oft;gelegentlich;gelegentlich;gelegentlich;immer;oft;oft;gelegentlich;oft;nie;k. A.;gelegentlich;oft;immer;Ja;oft;immer;oft;immer;immer;gelegentlich;immer;Ja;immer;oft;nie;nie;selten;nie;gelegentlich;nie;nie;oft;Nein;18-29;weiblich;Nein;;;;;Ja
1098306;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Nein;immer;nie;nie;immer;immer;immer;immer;immer;Ja;nie;immer;immer;immer;nie;Ja;nie;gelegentlich;immer;nie;nie;immer;immer;immer;nie;selten;oft;nie;oft;nie;Ja;nie;immer;immer;immer;immer;nie;nie;Ja;immer;oft;nie;nie;nie;nie;immer;nie;nie;immer;Nein;40-49;männlich;Nein;;;;;Ja
1098307;Ja;Ministerium des Innern;Ja;nie;immer;k. A.;immer;k. A.;nie;oft;k. A.;Ja;nie;oft;immer;selten;nie;Nein;nie;selten;nie;immer;immer;immer;immer;immer;immer;selten;oft;gelegentlich;oft;nie;Ja;nie;immer;immer;immer;oft;gelegentlich;nie;Ja;oft;selten;nie;nie;nie;k. A.;oft;nie;gelegentlich;immer;Nein;30-39;weiblich;Nein;;;;;Ja
1098308;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;nie;immer;immer;oft;immer;immer;immer;Nein;gelegentlich;k. A.;oft;k. A.;selten;k. A.;gelegentlich;nie;immer;nie;immer;immer;oft;immer;immer;k. A.;selten;selten;immer;nie;Nein;gelegentlich;oft;oft;immer;immer;selten;nie;Ja;gelegentlich;selten;nie;nie;immer;k. A.;immer;nie;nie;oft;Nein;18-29;männlich;Nein;;;;;Ja
1098309;Ja;Ministerium für Schule und Bildung;Ja;immer;gelegentlich;nie;immer;immer;immer;nie;nie;Ja;immer;nie;nie;;immer;k. A.;gelegentlich;nie;immer;nie;immer;immer;immer;oft;immer;nie;nie;oft;gelegentlich;immer;Nein;nie;selten;immer;immer;immer;immer;immer;Ja;nie;nie;nie;nie;nie;k. A.;immer;nie;immer;oft;Nein;50-59;weiblich;Ja;Haus;Ohne Strom;3;2.700;Ja
1098312;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Nein;nie;immer;k. A.;immer;k. A.;immer;immer;;Ja;nie;immer;oft;immer;nie;Ja;nie;nie;nie;immer;immer;immer;gelegentlich;gelegentlich;immer;nie;selten;immer;gelegentlich;nie;Ja;oft;selten;nie;selten;oft;immer;nie;Ja;nie;nie;nie;nie;nie;nie;immer;nie;k. A.;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1098315;Ja;Ministerium des Innern;Nein;immer;nie;nie;immer;oft;oft;oft;immer;Nein;selten;oft;nie;nie;nie;Ja;nie;nie;immer;nie;immer;immer;immer;immer;immer;gelegentlich;oft;immer;oft;nie;Nein;selten;oft;nie;nie;immer;immer;nie;Ja;immer;selten;nie;nie;nie;nie;oft;nie;nie;immer;Nein;40-49;männlich;Nein;;;;;Ja
1098316;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Nein;immer;nie;nie;immer;gelegentlich;selten;oft;immer;Nein;nie;nie;nie;nie;nie;Ja;selten;gelegentlich;immer;nie;nie;immer;selten;nie;selten;nie;nie;immer;oft;nie;Nein;selten;nie;nie;nie;oft;gelegentlich;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;immer;nie;nie;selten;Nein;30-39;weiblich;Nein;;;;;Ja
1098317;Ja;Ministerium für Schule und Bildung;Ja;oft;nie;immer;immer;immer;gelegentlich;oft;k. A.;Ja;selten;immer;immer;immer;gelegentlich;Ja;gelegentlich;selten;immer;selten;immer;immer;gelegentlich;gelegentlich;oft;nie;oft;oft;immer;nie;Ja;oft;oft;immer;gelegentlich;immer;selten;selten;Ja;gelegentlich;selten;immer;nie;selten;nie;gelegentlich;selten;selten;oft;Nein;50-59;männlich;Nein;;;;;Ja
1098318;Ja;Ministerium des Innern;Ja;immer;gelegentlich;immer;immer;immer;immer;immer;immer;Ja;gelegentlich;nie;oft;nie;nie;Ja;nie;gelegentlich;nie;immer;immer;immer;;nie;gelegentlich;selten;gelegentlich;gelegentlich;nie;nie;Ja;selten;oft;oft;selten;immer;selten;nie;Ja;nie;gelegentlich;nie;nie;nie;nie;immer;nie;nie;immer;Nein;40-49;weiblich;Nein;;;;;Ja
1098320;Nein;Ministerium des Innern;Nein;immer;nie;nie;immer;oft;nie;immer;k. A.;Ja;selten;immer;oft;oft;immer;Ja;selten;immer;nie;k. A.;k. A.;oft;immer;oft;nie;nie;immer;selten;immer;nie;k. A.;nie;immer;immer;oft;oft;immer;nie;Ja;selten;immer;nie;nie;k. A.;k. A.;gelegentlich;gelegentlich;nie;immer;Nein;30-39;weiblich;Nein;;;;;Ja
1098321;Ja;Ministerium des Innern;Nein;immer;selten;k. A.;immer;immer;selten;immer;k. A.;k. A.;nie;oft;oft;oft;selten;Ja;selten;selten;immer;selten;immer;immer;oft;selten;oft;nie;oft;immer;oft;nie;k. A.;gelegentlich;oft;oft;immer;immer;selten;nie;Ja;gelegentlich;gelegentlich;nie;nie;nie;nie;oft;selten;selten;gelegentlich;Nein;40-49;männlich;Nein;;;;;Ja
1098322;Ja;Ministerium des Innern;Ja;immer;gelegentlich;k. A.;immer;immer;nie;immer;k. A.;Nein;nie;selten;gelegentlich;oft;selten;Ja;selten;oft;oft;gelegentlich;k. A.;oft;immer;gelegentlich;gelegentlich;selten;oft;nie;oft;nie;Nein;gelegentlich;gelegentlich;immer;nie;immer;selten;nie;Ja;gelegentlich;oft;oft;nie;k. A.;nie;oft;gelegentlich;selten;oft;Nein;30-39;männlich;Nein;;;;;Ja
1098323;Ja;Ministerium für Heimat, Kommunales, Bau und Digitalisierung;Ja;oft;selten;k. A.;immer;oft;k. A.;immer;k. A.;Nein;gelegentlich;oft;oft;gelegentlich;selten;k. A.;nie;selten;selten;oft;immer;immer;gelegentlich;selten;nie;nie;selten;nie;gelegentlich;nie;Nein;selten;immer;oft;oft;immer;selten;nie;Ja;oft;selten;gelegentlich;nie;k. A.;k. A.;oft;selten;gelegentlich;selten;Nein;30-39;männlich;Nein;;;;;Ja
1098325;Ja;Ministerium für Umwelt, Naturschutz und Verkehr;Ja;immer;nie;k. A.;immer;immer;nie;gelegentlich;k. A.;Nein;nie;gelegentlich;nie;k. A.;k. A.;Ja;selten;gelegentlich;gelegentlich;nie;immer;immer;immer;selten;nie;nie;gelegentlich;nie;gelegentlich;nie;Nein;nie;immer;immer;immer;immer;gelegentlich;nie;Ja;selten;oft;immer;nie;selten;k. A.;gelegentlich;selten;selten;immer;Nein;18-29;weiblich;Nein;;;;;Ja
